Time,Motor,CF,IF,Brake,E,Mean,Skewness,MAD,SF,Distance,SAD,P2P,Var,Kurtosis,Safety,Door,Resv-1,Resv-2,Resv-3,FFT-Motor Freq,FFT-Motor Mag,FFT-Resv1 Freq,FFT-Resv1 Mag,FFT-Resv2 Freq,FFT-Resv2 Mag,door,workMode,vibration_y,openCloseDoorNum,floor,cumulativeRunNum,vibration_z,vibration_x,velocity,motion,mileage
2024-04-19 20:59:39:050,0.29908138819999996,1.0,1000.0,0.0524918329,52.0,7.0,0.0,249.0,119.0,0.0,52.0,375.0,273.0,0.0,0.0534073911,0.3332621019,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:100,0.3173924936,1.0,1000.0,0.0524918329,44.0,7.0,0.0,251.0,119.0,0.0,44.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:150,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,282.0,119.0,0.0,38.0,374.0,273.0,15.0,0.0534073911,0.3332621019,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:200,0.32349619539999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,311.0,119.0,0.0,42.0,375.0,273.0,0.0,0.0534073911,0.3332621019,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:250,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,7.0,0.0,273.0,119.0,0.0,41.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:300,0.32349619539999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,240.0,119.0,0.0,42.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:350,0.29908138819999996,1.0,1000.0,0.0524918329,46.0,7.0,0.0,259.0,119.0,0.0,46.0,375.0,273.0,0.0,0.0534073911,0.3332621019,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:400,0.32349619539999996,1.0,1000.0,0.0524918329,46.0,6.0,0.0,244.0,119.0,0.0,46.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:450,0.29908138819999996,1.0,1000.0,0.0524918329,50.0,7.0,0.0,261.0,119.0,0.0,50.0,375.0,274.0,144.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:500,0.32349619539999996,1.0,1000.0,0.0524918329,44.0,6.0,0.0,202.0,119.0,0.0,44.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:550,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,6.0,0.0,229.0,119.0,0.0,42.0,375.0,273.0,122.0,0.0534073911,0.3332621019,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:600,0.32349619539999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,258.0,119.0,0.0,41.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:650,0.29908138819999996,1.0,1000.0,0.0524918329,45.0,6.0,0.0,223.0,119.0,0.0,45.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:700,0.32349619539999996,1.0,1000.0,0.0524918329,51.0,7.0,0.0,228.0,119.0,0.0,51.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:750,0.29908138819999996,1.0,1000.0,0.0524918329,55.0,8.0,0.0,231.0,119.0,0.0,55.0,375.0,273.0,22.0,0.0534073911,0.3332621019,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:800,0.3173924936,1.0,1000.0,0.0524918329,48.0,6.0,0.0,238.0,119.0,0.0,48.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:850,0.29908138819999996,1.0,1000.0,0.0524918329,54.0,7.0,0.0,231.0,119.0,0.0,54.0,376.0,274.0,4.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:900,0.32349619539999996,1.0,1000.0,0.0524918329,46.0,7.0,0.0,258.0,119.0,0.0,46.0,377.0,274.0,31.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:39:950,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,259.0,119.0,0.0,42.0,376.0,274.0,117.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:000,0.32349619539999996,1.0,1000.0,0.0524918329,49.0,6.0,0.0,248.0,119.0,0.0,49.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7202368236335293,0.42,30.396435438093015,5.0,1.0,0.003618367947638035,32567.0,16.0,31680.0,0.03774886578321457,0.024030987173318863,0.0,0.0,1418936.5
2024-04-19 20:59:40:050,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,7.0,0.0,238.0,119.0,0.0,41.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:100,0.32349619539999996,1.0,1000.0,0.0524918329,34.0,6.0,0.0,263.0,119.0,0.0,34.0,377.0,274.0,125.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:150,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,7.0,0.0,292.0,119.0,0.0,43.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:200,0.32349619539999996,1.0,1000.0,0.0524918329,50.0,7.0,0.0,273.0,119.0,0.0,50.0,377.0,274.0,4.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:250,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,271.0,119.0,0.0,38.0,376.0,274.0,18.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:300,0.3173924936,1.0,1000.0,0.0524918329,36.0,6.0,0.0,253.0,119.0,0.0,36.0,377.0,274.0,388.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:350,0.29908138819999996,1.0,1000.0,0.0524918329,46.0,7.0,0.0,314.0,119.0,0.0,46.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:400,0.3173924936,1.0,1000.0,0.0524918329,39.0,7.0,0.0,313.0,119.0,0.0,39.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:450,0.29908138819999996,1.0,1000.0,0.0524918329,44.0,6.0,0.0,239.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:500,0.3173924936,1.0,1000.0,0.0524918329,40.0,6.0,0.0,270.0,118.0,0.0,40.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:550,0.29908138819999996,1.0,1000.0,0.0537125732,37.0,6.0,0.0,302.0,119.0,0.0,37.0,378.0,275.0,422.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:600,0.3173924936,1.0,1000.0,0.0524918329,45.0,7.0,0.0,262.0,118.0,0.0,45.0,379.0,275.0,16.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:650,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,6.0,0.0,259.0,119.0,0.0,41.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:700,0.32349619539999996,1.0,1000.0,0.0537125732,45.0,6.0,0.0,269.0,118.0,0.0,45.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:750,0.29908138819999996,1.0,1000.0,0.0537125732,37.0,7.0,0.0,340.0,119.0,0.0,37.0,378.0,275.0,211.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:800,0.32349619539999996,1.0,1000.0,0.0524918329,45.0,5.0,0.0,220.0,118.0,0.0,45.0,379.0,275.0,260.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:850,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,7.0,0.0,325.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:900,0.32349619539999996,1.0,1000.0,0.0524918329,47.0,5.0,0.0,220.0,118.0,0.0,47.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:40:950,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,6.0,0.0,263.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:000,0.32349619539999996,1.0,1000.0,0.0524918329,37.0,6.0,0.0,268.0,119.0,0.0,37.0,379.0,275.0,12.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.00394921749830246,32567.0,16.0,31680.0,0.03798992186784744,0.024017108604311943,0.0,0.0,1418936.5
2024-04-19 20:59:41:050,0.29908138819999996,1.0,1000.0,0.0524918329,51.0,7.0,0.0,241.0,119.0,0.0,51.0,378.0,275.0,19.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:100,0.32349619539999996,1.0,1000.0,0.0524918329,35.0,5.0,0.0,211.0,119.0,0.0,35.0,379.0,275.0,285.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:150,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,6.0,0.0,270.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:200,0.3173924936,1.0,1000.0,0.0524918329,48.0,7.0,0.0,280.0,118.0,0.0,48.0,379.0,275.0,34.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:250,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,288.0,119.0,0.0,42.0,378.0,275.0,145.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:300,0.32349619539999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,259.0,119.0,0.0,41.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:350,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,255.0,119.0,0.0,38.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:400,0.32349619539999996,1.0,1000.0,0.0524918329,43.0,7.0,0.0,253.0,118.0,0.0,43.0,379.0,275.0,154.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:450,0.29908138819999996,0.0,1000.0,0.0524918329,29.0,5.0,0.0,260.0,119.0,0.0,29.0,378.0,274.0,448.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:500,0.3173924936,1.0,1000.0,0.0524918329,45.0,6.0,0.0,252.0,119.0,0.0,45.0,378.0,275.0,192.0,0.045777763799999996,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:550,0.29908138819999996,1.0,1000.0,0.0524918329,39.0,6.0,0.0,291.0,119.0,0.0,39.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:600,0.32349619539999996,1.0,1000.0,0.0524918329,43.0,7.0,0.0,274.0,119.0,0.0,43.0,378.0,275.0,138.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:650,0.29908138819999996,1.0,1000.0,0.0524918329,47.0,8.0,0.0,304.0,119.0,0.0,47.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:700,0.32349619539999996,1.0,1000.0,0.0524918329,47.0,7.0,0.0,251.0,118.0,0.0,47.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:750,0.29908138819999996,1.0,1000.0,0.0524918329,47.0,7.0,0.0,268.0,119.0,0.0,47.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:800,0.3173924936,1.0,1000.0,0.0537125732,48.0,7.0,0.0,258.0,119.0,0.0,48.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:850,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,6.0,0.0,233.0,119.0,0.0,42.0,377.0,274.0,1.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:900,0.3173924936,1.0,1000.0,0.0537125732,41.0,6.0,0.0,252.0,119.0,0.0,41.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:41:950,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,7.0,0.0,259.0,119.0,0.0,41.0,377.0,274.0,170.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:000,0.3173924936,1.0,1000.0,0.0537125732,45.0,7.0,0.0,240.0,118.0,0.0,45.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,1.18,0.7263405255287286,1.19,0.7202368236335293,0.42,30.396435438093015,5.0,1.0,0.0023267357610166073,32567.0,16.0,31680.0,0.03714985400438309,0.02547358348965645,0.0,0.0,1418936.5
2024-04-19 20:59:42:050,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,7.0,0.0,267.0,119.0,0.0,41.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:100,0.3173924936,1.0,1000.0,0.0524918329,47.0,6.0,0.0,234.0,119.0,0.0,47.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:150,0.29908138819999996,1.0,1000.0,0.0524918329,51.0,6.0,0.0,230.0,119.0,0.0,51.0,378.0,274.0,76.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:200,0.3173924936,1.0,1000.0,0.0524918329,40.0,6.0,0.0,242.0,119.0,0.0,40.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:250,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,6.0,0.0,221.0,119.0,0.0,46.0,377.0,274.0,112.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:300,0.3173924936,1.0,1000.0,0.0524918329,49.0,8.0,0.0,241.0,119.0,0.0,49.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:350,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,6.0,0.0,235.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:400,0.3173924936,1.0,1000.0,0.0524918329,43.0,6.0,0.0,225.0,118.0,0.0,43.0,380.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:450,0.29908138819999996,1.0,1000.0,0.0524918329,48.0,6.0,0.0,208.0,119.0,0.0,48.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:500,0.3173924936,1.0,1000.0,0.0524918329,45.0,7.0,0.0,252.0,118.0,0.0,45.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:550,0.29908138819999996,1.0,1000.0,0.0524918329,46.0,6.0,0.0,233.0,119.0,0.0,46.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:600,0.3173924936,1.0,1000.0,0.0524918329,43.0,7.0,0.0,221.0,118.0,0.0,43.0,379.0,275.0,21.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:650,0.29908138819999996,1.0,1000.0,0.0524918329,44.0,6.0,0.0,217.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:700,0.3173924936,1.0,1000.0,0.0524918329,44.0,7.0,0.0,263.0,118.0,0.0,44.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:750,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,249.0,119.0,0.0,41.0,378.0,275.0,156.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:800,0.3173924936,1.0,1000.0,0.0524918329,35.0,5.0,0.0,262.0,118.0,0.0,35.0,379.0,275.0,316.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:850,0.29908138819999996,1.0,1000.0,0.0524918329,44.0,6.0,0.0,269.0,119.0,0.0,44.0,377.0,274.0,362.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:900,0.3173924936,1.0,1000.0,0.0524918329,44.0,7.0,0.0,289.0,118.0,0.0,44.0,379.0,275.0,48.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:42:950,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,279.0,119.0,0.0,38.0,378.0,275.0,27.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:000,0.3173924936,1.0,1000.0,0.0524918329,45.0,8.0,0.0,314.0,119.0,0.0,45.0,378.0,275.0,135.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.2,0.732444227423928,0.42,30.396435438093015,,,,,,,,,,,
2024-04-19 20:59:43:050,0.29908138819999996,1.0,1000.0,0.0524918329,39.0,6.0,0.0,309.0,119.0,0.0,39.0,377.0,274.0,90.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:100,0.3173924936,1.0,1000.0,0.0524918329,47.0,7.0,0.0,289.0,118.0,0.0,47.0,379.0,275.0,106.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:150,0.29908138819999996,1.0,1000.0,0.0524918329,39.0,8.0,0.0,294.0,119.0,0.0,39.0,375.0,273.0,394.0,0.0534073911,0.3332621019,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:200,0.3173924936,1.0,1000.0,0.0524918329,47.0,6.0,0.0,272.0,120.0,0.0,47.0,372.0,272.0,0.0,0.0534073911,0.3320413616,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:250,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,6.0,0.0,258.0,120.0,0.0,43.0,371.0,272.0,0.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:300,0.3173924936,1.0,1000.0,0.0524918329,39.0,7.0,0.0,306.0,120.0,0.0,39.0,371.0,272.0,150.0,0.0534073911,0.3320413616,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:350,0.29908138819999996,1.0,1000.0,0.0524918329,44.0,6.0,0.0,260.0,120.0,0.0,44.0,370.0,272.0,410.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:400,0.3173924936,1.0,1000.0,0.0524918329,46.0,6.0,0.0,237.0,120.0,0.0,46.0,372.0,272.0,0.0,0.0534073911,0.3320413616,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:450,0.29908138819999996,1.0,1000.0,0.0524918329,33.0,6.0,0.0,244.0,120.0,0.0,33.0,372.0,272.0,103.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:500,0.3173924936,1.0,1000.0,0.0524918329,43.0,6.0,0.0,248.0,120.0,0.0,43.0,372.0,272.0,131.0,0.0534073911,0.3320413616,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:550,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,7.0,0.0,275.0,120.0,0.0,42.0,371.0,272.0,259.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:600,0.3173924936,1.0,1000.0,0.0524918329,38.0,6.0,0.0,259.0,120.0,0.0,38.0,371.0,272.0,0.0,0.0534073911,0.3320413616,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:650,0.29908138819999996,1.0,1000.0,0.0524918329,45.0,7.0,0.0,273.0,120.0,0.0,45.0,372.0,272.0,82.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:700,0.3173924936,1.0,1000.0,0.0524918329,40.0,7.0,0.0,292.0,119.0,0.0,40.0,373.0,273.0,406.0,0.045777763799999996,0.3332621019,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:750,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,273.0,120.0,0.0,38.0,372.0,272.0,65.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:800,0.3173924936,1.0,1000.0,0.0524918329,42.0,6.0,0.0,232.0,119.0,0.0,42.0,373.0,273.0,0.0,0.0534073911,0.3332621019,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:850,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,266.0,120.0,0.0,38.0,372.0,272.0,132.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:900,0.3173924936,1.0,1000.0,0.0524918329,40.0,6.0,0.0,257.0,119.0,0.0,40.0,373.0,273.0,0.0,0.0534073911,0.3332621019,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:43:950,0.29908138819999996,1.0,1000.0,0.0524918329,46.0,7.0,0.0,292.0,120.0,0.0,46.0,371.0,272.0,435.0,0.0534073911,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:44:000,0.3173924936,1.0,1000.0,0.0524918329,45.0,7.0,0.0,277.0,119.0,0.0,45.0,372.0,273.0,129.0,0.0534073911,0.3332621019,0.3112887918,0.3112887918,0.0076296273,1.19,0.732444227423928,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.0018592309206724167,32567.0,16.0,31680.0,0.03695429489016533,0.025718068704009056,0.0,0.0,1418936.5
2024-04-19 20:59:44:050,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,6.0,0.0,255.0,120.0,0.0,42.0,372.0,272.0,0.0,0.045777763799999996,0.3320413616,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
