Time,Motor,CF,IF,Brake,E,Mean,Skewness,MAD,SF,Distance,SAD,P2P,Var,Kurtosis,Safety,Door,Resv-1,Resv-2,Resv-3,FFT-Motor Freq,FFT-Motor Mag,FFT-Resv1 Freq,FFT-Resv1 Mag,FFT-Resv2 Freq,FFT-Resv2 Mag,door,workMode,vibration_y,openCloseDoorNum,floor,cumulativeRunNum,vibration_z,vibration_x,velocity,motion,mileage
2024-04-19 20:59:08:100,0.3112887918,1.0,1000.0,0.0537125732,39.0,7.0,0.0,250.0,119.0,0.0,39.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:150,0.3112887918,1.0,1000.0,0.0524918329,41.0,7.0,0.0,252.0,119.0,0.0,41.0,377.0,274.0,74.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:200,0.3112887918,1.0,1000.0,0.0537125732,47.0,7.0,0.0,245.0,119.0,0.0,47.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:250,0.3112887918,1.0,1000.0,0.0524918329,46.0,7.0,0.0,265.0,119.0,0.0,46.0,378.0,274.0,174.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:300,0.3112887918,1.0,1000.0,0.0537125732,41.0,7.0,0.0,313.0,119.0,0.0,41.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:350,0.3112887918,1.0,1000.0,0.0524918329,43.0,7.0,0.0,262.0,119.0,0.0,43.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:400,0.3112887918,1.0,1000.0,0.0537125732,43.0,7.0,0.0,289.0,119.0,0.0,43.0,378.0,275.0,142.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:450,0.3112887918,1.0,1000.0,0.0524918329,41.0,7.0,0.0,278.0,119.0,0.0,41.0,377.0,274.0,325.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:500,0.3112887918,1.0,1000.0,0.0524918329,36.0,6.0,0.0,229.0,119.0,0.0,36.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:550,0.3112887918,1.0,1000.0,0.0524918329,42.0,6.0,0.0,288.0,119.0,0.0,42.0,377.0,274.0,128.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:600,0.3112887918,1.0,1000.0,0.0524918329,41.0,5.0,0.0,232.0,119.0,0.0,41.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:650,0.3112887918,1.0,1000.0,0.0524918329,41.0,6.0,0.0,277.0,119.0,0.0,41.0,376.0,274.0,255.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:700,0.3112887918,1.0,1000.0,0.0524918329,42.0,7.0,0.0,294.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:750,0.3112887918,1.0,1000.0,0.0524918329,49.0,7.0,0.0,265.0,119.0,0.0,49.0,376.0,274.0,40.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:800,0.3112887918,1.0,1000.0,0.0524918329,39.0,6.0,0.0,265.0,119.0,0.0,39.0,377.0,274.0,344.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:850,0.3112887918,1.0,1000.0,0.0524918329,37.0,6.0,0.0,247.0,119.0,0.0,37.0,377.0,274.0,190.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:900,0.3112887918,1.0,1000.0,0.0524918329,46.0,7.0,0.0,234.0,119.0,0.0,46.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:08:950,0.3112887918,1.0,1000.0,0.0524918329,45.0,6.0,0.0,225.0,119.0,0.0,45.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:000,0.3112887918,1.0,1000.0,0.0537125732,47.0,6.0,0.0,223.0,119.0,0.0,47.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,,,,,,,,,,,
2024-04-19 20:59:09:050,0.3112887918,1.0,1000.0,0.0524918329,54.0,7.0,0.0,237.0,119.0,0.0,54.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:100,0.3112887918,1.0,1000.0,0.0537125732,56.0,8.0,0.0,251.0,119.0,0.0,56.0,377.0,274.0,66.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:150,0.3112887918,1.0,1000.0,0.0524918329,46.0,6.0,0.0,199.0,119.0,0.0,46.0,376.0,274.0,3.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:200,0.3112887918,1.0,1000.0,0.0524918329,42.0,7.0,0.0,257.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:250,0.30518509,1.0,1000.0,0.0524918329,43.0,7.0,0.0,274.0,119.0,0.0,43.0,377.0,274.0,214.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:300,0.3112887918,1.0,1000.0,0.0524918329,43.0,6.0,0.0,256.0,119.0,0.0,43.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:350,0.3112887918,1.0,1000.0,0.0524918329,39.0,6.0,0.0,246.0,119.0,0.0,39.0,377.0,274.0,87.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:400,0.3112887918,1.0,1000.0,0.0524918329,48.0,8.0,0.0,252.0,119.0,0.0,48.0,378.0,275.0,69.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:450,0.3112887918,1.0,1000.0,0.0524918329,44.0,7.0,0.0,249.0,119.0,0.0,44.0,377.0,274.0,23.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:500,0.3112887918,1.0,1000.0,0.0524918329,47.0,7.0,0.0,264.0,119.0,0.0,47.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:550,0.30518509,1.0,1000.0,0.0537125732,50.0,7.0,0.0,242.0,119.0,0.0,50.0,375.0,274.0,117.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:600,0.3112887918,1.0,1000.0,0.0524918329,39.0,6.0,0.0,243.0,119.0,0.0,39.0,376.0,274.0,355.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:650,0.30518509,1.0,1000.0,0.0524918329,52.0,7.0,0.0,261.0,119.0,0.0,52.0,375.0,274.0,37.0,0.045777763799999996,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:700,0.3112887918,1.0,1000.0,0.0524918329,54.0,8.0,0.0,286.0,119.0,0.0,54.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:750,0.30518509,1.0,1000.0,0.0524918329,42.0,7.0,0.0,247.0,119.0,0.0,42.0,375.0,274.0,187.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:800,0.3112887918,1.0,1000.0,0.0537125732,48.0,7.0,0.0,264.0,119.0,0.0,48.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:850,0.30518509,1.0,1000.0,0.0524918329,37.0,7.0,0.0,250.0,119.0,0.0,37.0,375.0,274.0,253.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:900,0.3112887918,1.0,1000.0,0.0524918329,44.0,8.0,0.0,300.0,119.0,0.0,44.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:09:950,0.30518509,1.0,1000.0,0.0524918329,48.0,6.0,0.0,235.0,119.0,0.0,48.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:000,0.3112887918,1.0,1000.0,0.0524918329,45.0,7.0,0.0,265.0,119.0,0.0,45.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.001264061196707189,32567.0,16.0,31680.0,0.03986379876732826,0.024898942559957504,0.0,0.0,1418936.5
2024-04-19 20:59:10:050,0.30518509,1.0,1000.0,0.0524918329,43.0,7.0,0.0,326.0,119.0,0.0,43.0,375.0,274.0,473.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:100,0.3112887918,1.0,1000.0,0.0524918329,36.0,7.0,0.0,268.0,119.0,0.0,36.0,377.0,274.0,178.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:150,0.30518509,1.0,1000.0,0.0537125732,43.0,6.0,0.0,264.0,119.0,0.0,43.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:200,0.3112887918,1.0,1000.0,0.0524918329,38.0,6.0,0.0,269.0,119.0,0.0,38.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:250,0.30518509,1.0,1000.0,0.0524918329,49.0,7.0,0.0,283.0,119.0,0.0,49.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:300,0.3112887918,1.0,1000.0,0.0524918329,46.0,7.0,0.0,264.0,119.0,0.0,46.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:350,0.30518509,1.0,1000.0,0.0524918329,38.0,5.0,0.0,226.0,119.0,0.0,38.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:400,0.3173924936,1.0,1000.0,0.0524918329,41.0,7.0,0.0,279.0,119.0,0.0,41.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:450,0.30518509,1.0,1000.0,0.0524918329,45.0,6.0,0.0,254.0,119.0,0.0,45.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:500,0.3112887918,1.0,1000.0,0.0524918329,43.0,7.0,0.0,284.0,119.0,0.0,43.0,377.0,274.0,52.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:550,0.30518509,1.0,1000.0,0.0524918329,38.0,6.0,0.0,259.0,119.0,0.0,38.0,376.0,274.0,154.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:600,0.3112887918,1.0,1000.0,0.0524918329,42.0,6.0,0.0,268.0,119.0,0.0,42.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:650,0.30518509,1.0,1000.0,0.0524918329,46.0,7.0,0.0,230.0,119.0,0.0,46.0,377.0,274.0,11.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:700,0.3112887918,1.0,1000.0,0.0524918329,40.0,6.0,0.0,228.0,119.0,0.0,40.0,377.0,274.0,243.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:750,0.30518509,1.0,1000.0,0.0524918329,42.0,7.0,0.0,231.0,119.0,0.0,42.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:800,0.3173924936,1.0,1000.0,0.0524918329,50.0,7.0,0.0,238.0,119.0,0.0,50.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:850,0.30518509,1.0,1000.0,0.0524918329,45.0,7.0,0.0,241.0,119.0,0.0,45.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:900,0.3173924936,1.0,1000.0,0.0524918329,45.0,6.0,0.0,212.0,119.0,0.0,45.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:10:950,0.30518509,1.0,1000.0,0.0524918329,37.0,6.0,0.0,250.0,119.0,0.0,37.0,376.0,274.0,239.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:000,0.3173924936,1.0,1000.0,0.0537125732,49.0,7.0,0.0,238.0,119.0,0.0,49.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.30518509,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.0021625098306685686,32567.0,16.0,31680.0,0.03603743389248848,0.02525348588824272,0.0,0.0,1418936.5
2024-04-19 20:59:11:050,0.30518509,1.0,1000.0,0.0537125732,50.0,7.0,0.0,224.0,119.0,0.0,50.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:100,0.3173924936,1.0,1000.0,0.0537125732,42.0,7.0,0.0,227.0,119.0,0.0,42.0,377.0,274.0,30.0,0.0534073911,0.3344828422,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:150,0.30518509,1.0,1000.0,0.0537125732,46.0,7.0,0.0,285.0,119.0,0.0,46.0,376.0,274.0,164.0,0.0534073911,0.3344828422,0.29908138819999996,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:200,0.3112887918,1.0,1000.0,0.0537125732,44.0,7.0,0.0,231.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:250,0.30518509,1.0,1000.0,0.0537125732,44.0,7.0,0.0,254.0,119.0,0.0,44.0,376.0,274.0,39.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:300,0.3173924936,1.0,1000.0,0.0537125732,51.0,8.0,0.0,265.0,119.0,0.0,51.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.30518509,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:350,0.30518509,1.0,1000.0,0.0537125732,55.0,7.0,0.0,231.0,119.0,0.0,55.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:400,0.3173924936,1.0,1000.0,0.0537125732,48.0,7.0,0.0,259.0,119.0,0.0,48.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:450,0.30518509,1.0,1000.0,0.0524918329,46.0,7.0,0.0,253.0,119.0,0.0,46.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:500,0.3173924936,1.0,1000.0,0.0537125732,43.0,7.0,0.0,276.0,119.0,0.0,43.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:550,0.30518509,1.0,1000.0,0.0537125732,42.0,6.0,0.0,264.0,119.0,0.0,42.0,377.0,274.0,93.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:600,0.3173924936,1.0,1000.0,0.0537125732,40.0,6.0,0.0,234.0,119.0,0.0,40.0,378.0,275.0,124.0,0.045777763799999996,0.3357035825,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:650,0.30518509,1.0,1000.0,0.0537125732,38.0,6.0,0.0,229.0,119.0,0.0,38.0,377.0,274.0,0.0,0.045777763799999996,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:700,0.3173924936,1.0,1000.0,0.0524918329,42.0,6.0,0.0,238.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:750,0.30518509,1.0,1000.0,0.0524918329,48.0,7.0,0.0,258.0,119.0,0.0,48.0,377.0,274.0,46.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:800,0.3173924936,1.0,1000.0,0.0524918329,40.0,6.0,0.0,260.0,119.0,0.0,40.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:850,0.30518509,1.0,1000.0,0.0524918329,48.0,7.0,0.0,245.0,119.0,0.0,48.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:900,0.3173924936,1.0,1000.0,0.0524918329,44.0,7.0,0.0,264.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:11:950,0.30518509,1.0,1000.0,0.0524918329,43.0,7.0,0.0,269.0,119.0,0.0,43.0,375.0,274.0,148.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:000,0.3173924936,1.0,1000.0,0.0524918329,45.0,7.0,0.0,313.0,119.0,0.0,45.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.0015403685392811894,32567.0,16.0,31680.0,0.03825008496642113,0.023493187502026558,0.0,0.0,1418936.5
2024-04-19 20:59:12:050,0.30518509,1.0,1000.0,0.0524918329,43.0,6.0,0.0,241.0,119.0,0.0,43.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:100,0.3173924936,1.0,1000.0,0.0524918329,43.0,7.0,0.0,344.0,119.0,0.0,43.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:150,0.30518509,1.0,1000.0,0.0524918329,38.0,7.0,0.0,263.0,119.0,0.0,38.0,376.0,274.0,27.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:200,0.3173924936,1.0,1000.0,0.0524918329,40.0,6.0,0.0,256.0,119.0,0.0,40.0,377.0,274.0,194.0,0.0534073911,0.3344828422,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:250,0.30518509,1.0,1000.0,0.0524918329,41.0,6.0,0.0,251.0,119.0,0.0,41.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:300,0.3173924936,1.0,1000.0,0.0524918329,44.0,7.0,0.0,268.0,119.0,0.0,44.0,377.0,274.0,56.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:350,0.30518509,1.0,1000.0,0.0524918329,43.0,6.0,0.0,260.0,119.0,0.0,43.0,376.0,274.0,115.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:400,0.3173924936,1.0,1000.0,0.0524918329,42.0,7.0,0.0,298.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:450,0.30518509,1.0,1000.0,0.0524918329,33.0,5.0,0.0,257.0,119.0,0.0,33.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:500,0.3173924936,0.0,1000.0,0.0537125732,35.0,6.0,0.0,297.0,119.0,0.0,35.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.30518509,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:550,0.30518509,1.0,1000.0,0.0537125732,38.0,6.0,0.0,240.0,119.0,0.0,38.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:600,0.3173924936,1.0,1000.0,0.0537125732,42.0,6.0,0.0,232.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:650,0.30518509,1.0,1000.0,0.0524918329,42.0,6.0,0.0,218.0,119.0,0.0,42.0,376.0,274.0,54.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:700,0.3173924936,1.0,1000.0,0.0524918329,42.0,7.0,0.0,249.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:750,0.30518509,1.0,1000.0,0.0524918329,37.0,6.0,0.0,233.0,119.0,0.0,37.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:800,0.3173924936,1.0,1000.0,0.0524918329,50.0,7.0,0.0,254.0,119.0,0.0,50.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:850,0.30518509,1.0,1000.0,0.0524918329,49.0,7.0,0.0,246.0,119.0,0.0,49.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:900,0.3173924936,1.0,1000.0,0.0524918329,43.0,7.0,0.0,272.0,119.0,0.0,43.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:12:950,0.30518509,1.0,1000.0,0.0524918329,51.0,7.0,0.0,277.0,119.0,0.0,51.0,376.0,274.0,98.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:13:000,0.3173924936,1.0,1000.0,0.0524918329,46.0,7.0,0.0,275.0,119.0,0.0,46.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.43,30.396435438093015,5.0,1.0,0.001527781947515905,32567.0,16.0,31680.0,0.038049858063459396,0.02343008480966091,0.0,0.0,1418936.5
2024-04-19 20:59:13:050,0.30518509,1.0,1000.0,0.0524918329,41.0,6.0,0.0,250.0,119.0,0.0,41.0,375.0,274.0,0.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:13:100,0.3173924936,1.0,1000.0,0.0524918329,49.0,7.0,0.0,258.0,119.0,0.0,49.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:13:150,0.30518509,1.0,1000.0,0.0524918329,47.0,7.0,0.0,257.0,119.0,0.0,47.0,375.0,273.0,0.0,0.0534073911,0.3332621019,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:13:200,0.3173924936,1.0,1000.0,0.0524918329,49.0,7.0,0.0,252.0,119.0,0.0,49.0,376.0,274.0,243.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
