,Time,Motor,Brake,Safety,Door,Resv-1,Resv-2,Resv-3,FFT-Motor Freq,FFT-Motor Mag,FFT-Resv1 Freq,FFT-Resv1 Mag,FFT-Resv2 Freq,FFT-Resv2 Mag,Distance,floor,velocity,height,mileage,openCloseDoorNum,cumulativeRunNum,vibration_x,vibration_y,vibration_z
28,2024-02-19 16:34:26:400,30.054627663199998,1.0754722043,0.1068147822,0.3930783766,30.396434964,29.541916712,0.09155552759999999,,,,,,,0.0,,,,,,,,,
29,2024-02-19 16:34:26:450,29.9142425218,1.0766929446,0.09918515489999999,0.3942991169,30.457471981999998,30.2987757352,0.09155552759999999,,,,,,,0.0,,,,,,,,,
30,2024-02-19 16:34:26:500,30.689412650399998,1.0766929446,0.1068147822,0.3942991169,30.3537090514,30.1339757866,0.09155552759999999,,,,,,,0.0,,,,,,,,,
31,2024-02-19 16:34:26:550,30.0973535758,1.0766929446,0.09918515489999999,0.3955198572,31.189916198,30.243842419,0.09155552759999999,,,,,,,0.0,,,,,,,,,
32,2024-02-19 16:34:26:600,30.890834809799998,1.0766929446,0.1068147822,0.3942991169,30.3842275604,30.5001978946,0.09155552759999999,,,,,,,0.0,,,,,,,,,
33,2024-02-19 16:34:26:650,30.1339757866,1.0766929446,0.09918515489999999,0.3955198572,31.12887918,30.4147460694,0.09155552759999999,,,,,,,0.0,,,,,,,,,
34,2024-02-19 16:34:26:700,31.0007014422,1.0766929446,0.1068147822,0.3942991169,30.3170868406,30.140079488399998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
35,2024-02-19 16:34:26:750,30.0668350668,1.0766929446,0.09918515489999999,0.3955198572,30.750449668399998,30.719931159399998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
36,2024-02-19 16:34:26:800,30.5368201054,1.0766929446,0.1068147822,0.3942991169,31.067842161999998,30.0057980488,0.09155552759999999,,,,,,,0.0,,,,,,,,,
37,2024-02-19 16:34:26:850,31.006805143999998,1.0766929446,0.09918515489999999,0.3955198572,30.487990490999998,30.4208497712,0.09155552759999999,,,,,,,0.0,,,,,,,,,
38,2024-02-19 16:34:26:900,30.3476053496,1.0754722043,0.1068147822,0.3942991169,30.671101545,30.7382422648,0.09155552759999999,,,,,,,0.0,,,,,,,,,
39,2024-02-19 16:34:26:950,30.3598127532,1.0766929446,0.09918515489999999,0.3955198572,31.1166717764,30.4208497712,0.09155552759999999,,,,,,,0.0,,,,,,,,,
40,2024-02-19 16:34:27:000,30.8297977918,1.0754722043,0.1068147822,0.3942991169,31.3364050412,30.402538665799998,0.09155552759999999,1.01,0.6164738914151394,1.01,0.6164738914151394,44.39,23.242896816919316,0.0,1.0,0.5195975303649902,648461.0625,61650.0,0.07192126661539078,0.4687623381614685,0.007956760935485363,5.0,1.0
41,2024-02-19 16:34:27:050,31.3669235502,1.0754722043,0.09918515489999999,0.3955198572,31.373027252,30.8297977918,0.09155552759999999,,,,,,,0.0,,,,,,,,,
42,2024-02-19 16:34:27:100,31.495101288,1.0754722043,0.1068147822,0.3930783766,31.5195160952,31.122775478199998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
43,2024-02-19 16:34:27:150,31.678212342,1.0754722043,0.09918515489999999,0.3942991169,31.6232790258,31.3974420592,0.09155552759999999,,,,,,,0.0,,,,,,,,,
44,2024-02-19 16:34:27:200,31.7270419564,1.0754722043,0.09918515489999999,0.3930783766,31.818597483399998,31.415753164599998,0.0839259003,,,,,,,0.0,,,,,,,,,
45,2024-02-19 16:34:27:250,31.6354864294,1.0754722043,0.09155552759999999,0.3942991169,32.1176788716,31.4889975862,0.09155552759999999,,,,,,,0.0,,,,,,,,,
46,2024-02-19 16:34:27:300,31.769767869,1.0754722043,0.09918515489999999,0.3930783766,32.34961954,31.989501133799997,0.09155552759999999,,,,,,,0.0,,,,,,,,,
47,2024-02-19 16:34:27:350,31.8063900798,1.0766929446,0.09918515489999999,0.3942991169,32.148197380599996,32.258064013,0.09155552759999999,,,,,,,0.0,,,,,,,,,
48,2024-02-19 16:34:27:400,32.264167714799996,1.0766929446,0.09918515489999999,0.3930783766,31.7941826762,32.3862417508,0.09155552759999999,,,,,,,0.0,,,,,,,,,
49,2024-02-19 16:34:27:450,32.6364935246,1.0766929446,0.09918515489999999,0.3942991169,31.8124937816,31.934567817599998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
50,2024-02-19 16:34:27:500,32.6792194372,1.0766929446,0.09918515489999999,0.3942991169,32.593767612,31.3180939358,0.09155552759999999,,,,,,,0.0,,,,,,,,,
51,2024-02-19 16:34:27:550,31.647693832999998,1.0779136849,0.09918515489999999,0.3955198572,33.191930388399996,32.2153381004,0.09155552759999999,,,,,,,0.0,,,,,,,,,
52,2024-02-19 16:34:27:600,32.4594861724,1.0779136849,0.09918515489999999,0.3955198572,31.788078974399998,33.1858266866,0.09155552759999999,,,,,,,0.0,,,,,,,,,
53,2024-02-19 16:34:27:650,33.5642561982,1.0791344252,0.09918515489999999,0.3955198572,32.789086069599996,31.5988642186,0.09155552759999999,,,,,,,0.0,,,,,,,,,
54,2024-02-19 16:34:27:700,31.464582779,1.0791344252,0.09918515489999999,0.3955198572,33.5032191802,32.789086069599996,0.09155552759999999,,,,,,,0.0,,,,,,,,,
55,2024-02-19 16:34:27:750,33.6436043216,1.0791344252,0.09918515489999999,0.3967405975,31.5622420078,32.5205231904,0.09155552759999999,,,,,,,0.0,,,,,,,,,
56,2024-02-19 16:34:27:800,31.800286378,1.0791344252,0.1068147822,0.3955198572,34.0464486404,32.154301082399996,0.09155552759999999,,,,,,,0.0,,,,,,,,,
57,2024-02-19 16:34:27:850,33.87554499,1.0791344252,0.09918515489999999,0.3967405975,31.4767901826,32.728049051599996,0.09155552759999999,,,,,,,0.0,,,,,,,,,
58,2024-02-19 16:34:27:900,31.3608198484,1.0791344252,0.09918515489999999,0.3967405975,33.887752393599996,33.021026737999996,0.09155552759999999,,,,,,,0.0,,,,,,,,,
59,2024-02-19 16:34:27:950,33.9121672008,1.0803551655,0.09918515489999999,0.3979613378,32.148197380599996,31.5378272006,0.09155552759999999,,,,,,,0.0,,,,,,,,,
60,2024-02-19 16:34:28:000,31.1105680746,1.0791344252,0.1068147822,0.3967405975,31.4096494628,33.9121672008,0.09155552759999999,1.0,0.61037018951994,1.0,0.6164738914151394,37.71,13.708914456617853,0.0,,,,,,,,,
61,2024-02-19 16:34:28:050,30.5368201054,1.0803551655,0.09918515489999999,0.3967405975,33.2407600028,31.3303013394,0.09155552759999999,,,,,,,0.0,,,,,,,,,
62,2024-02-19 16:34:28:100,32.0627455554,1.0791344252,0.1068147822,0.3967405975,30.2926720334,30.21332391,0.09155552759999999,,,,,,,0.0,,,,,,,,,
63,2024-02-19 16:34:28:150,30.140079488399998,1.0803551655,0.09918515489999999,0.3967405975,28.6812947582,31.4096494628,0.09155552759999999,,,,,,,0.0,,,,,,,,,
64,2024-02-19 16:34:28:200,27.6863913648,1.0791344252,0.1068147822,0.3955198572,29.3527019562,31.208227303399998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
65,2024-02-19 16:34:28:250,27.253028537,1.0791344252,0.09918515489999999,0.3967405975,29.694509257,28.5225985114,0.09155552759999999,,,,,,,0.0,,,,,,,,,
66,2024-02-19 16:34:28:300,27.0332952722,1.0779136849,0.1068147822,0.3955198572,28.8216798996,27.314065555,0.09155552759999999,,,,,,,0.0,,,,,,,,,
67,2024-02-19 16:34:28:350,26.6243472516,1.0791344252,0.09918515489999999,0.3967405975,27.130954500999998,26.490065812,0.09155552759999999,,,,,,,0.0,,,,,,,,,
68,2024-02-19 16:34:28:400,25.769828999599998,1.0779136849,0.1068147822,0.3942991169,26.1055325986,26.0811177914,0.09155552759999999,,,,,,,0.0,,,,,,,,,
69,2024-02-19 16:34:28:450,24.658955272,1.0791344252,0.09918515489999999,0.3955198572,25.1594588196,25.4707476114,0.09155552759999999,,,,,,,0.0,,,,,,,,,
70,2024-02-19 16:34:28:500,23.4321112102,1.0779136849,0.09918515489999999,0.3942991169,24.4209109018,25.0984218016,0.09155552759999999,,,,,,,0.0,,,,,,,,,
71,2024-02-19 16:34:28:550,22.7729114158,1.0791344252,0.09155552759999999,0.3955198572,22.8400521356,24.506362727,0.09155552759999999,,,,,,,0.0,,,,,,,,,
72,2024-02-19 16:34:28:600,22.962126171599998,1.0779136849,0.09918515489999999,0.3942991169,20.2093566598,23.8715777398,0.09155552759999999,,,,,,,0.0,,,,,,,,,
73,2024-02-19 16:34:28:650,23.1818594364,1.0791344252,0.09918515489999999,0.3955198572,19.8797567626,21.9367042692,0.09155552759999999,,,,,,,0.0,,,,,,,,,
74,2024-02-19 16:34:28:700,22.2602004646,1.0779136849,0.1068147822,0.3942991169,22.4066893078,16.742454037399998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
75,2024-02-19 16:34:28:750,17.1330909526,1.0791344252,0.09918515489999999,0.3955198572,22.6569410816,20.1239048346,0.09155552759999999,,,,,,,0.0,,,,,,,,,
76,2024-02-19 16:34:28:800,16.2602615952,1.0791344252,0.1068147822,0.3955198572,18.1951350658,22.5104522384,0.09155552759999999,,,,,,,0.0,,,,,,,,,
77,2024-02-19 16:34:28:850,21.6498302846,1.0791344252,0.09918515489999999,0.3967405975,14.1361733688,18.097475837,0.09155552759999999,,,,,,,0.0,,,,,,,,,
78,2024-02-19 16:34:28:900,15.900143189,1.0791344252,0.1068147822,0.3955198572,21.7047636008,13.708914242799999,0.09155552759999999,,,,,,,0.0,,,,,,,,,
79,2024-02-19 16:34:28:950,14.7770620578,1.0803551655,0.09918515489999999,0.3967405975,10.9378336256,21.3080229838,0.09155552759999999,,,,,,,0.0,,,,,,,,,
80,2024-02-19 16:34:29:000,19.666127199599998,1.0791344252,0.1068147822,0.3967405975,18.6346015954,5.8107241136,0.09155552759999999,1.0,0.61037018951994,1.01,0.6225775933103388,10.8,4.766991180150732,0.0,1.0,0.0,648461.375,61650.0,0.06618659943342209,0.0038095652125775814,0.010991683229804039,5.0,1.0
81,2024-02-19 16:34:29:050,7.0680866844,1.0791344252,0.09918515489999999,0.3967405975,13.4098328546,20.6366157858,0.09155552759999999,,,,,,,0.0,,,,,,,,,
82,2024-02-19 16:34:29:100,18.970305194399998,1.0791344252,0.1068147822,0.3967405975,15.881832083599999,3.1128879179999998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
83,2024-02-19 16:34:29:150,6.988738561,1.0803551655,0.09918515489999999,0.3979613378,5.218665039,19.9652085878,0.09155552759999999,,,,,,,0.0,,,,,,,,,
84,2024-02-19 16:34:29:200,8.9480268388,1.0913418282,0.1068147822,0.3967405975,19.141208844799998,3.5462507458,0.09155552759999999,,,,,,,0.0,,,,,,,,,
85,2024-02-19 16:34:29:250,17.059846530999998,1.2439343657,0.09918515489999999,0.3955198572,1.9470808741999999,11.322366838999999,0.09155552759999999,,,,,,,0.0,,,,,,,,,
86,2024-02-19 16:34:29:300,1.251258869,1.330606927,0.1068147822,0.3930783766,11.2247076102,15.6804099242,0.09155552759999999,,,,,,,0.0,,,,,,,,,
87,2024-02-19 16:34:29:350,8.9175083298,1.3611254345,0.09918515489999999,0.3930783766,15.167698973,0.9887996915999999,0.09155552759999999,,,,,,,0.0,,,,,,,,,
88,2024-02-19 16:34:29:400,15.6804099242,1.3708913569,0.1068147822,0.3930783766,0.8911404627999999,4.8585466327999995,0.09155552759999999,,,,,,,0.0,,,,,,,,,
89,2024-02-19 16:34:29:450,1.1780144474,1.3733328375,0.09918515489999999,0.3930783766,0.854518252,17.181920567,0.09155552759999999,,,,,,,0.0,,,,,,,,,
90,2024-02-19 16:34:29:500,0.0671407198,1.3733328375,0.1068147822,0.3918576363,16.3151949114,2.1973326479999997,0.09155552759999999,,,,,,,0.0,,,,,,,,,
91,2024-02-19 16:34:29:550,7.110812597,1.3733328375,0.09918515489999999,0.3930783766,5.7252722884,0.1037629306,0.09155552759999999,,,,,,,0.0,,,,,,,,,
92,2024-02-19 16:34:29:600,14.557328793,1.3721120972,0.1068147822,0.390636896,0.2563554756,0.2563554756,0.09155552759999999,,,,,,,0.0,,,,,,,,,
93,2024-02-19 16:34:29:650,1.4587847301999999,1.3733328375,0.09155552759999999,0.3918576363,0.091555527,11.0415965562,0.09155552759999999,,,,,,,0.0,,,,,,,,,
94,2024-02-19 16:34:29:700,0.091555527,1.3721120972,0.09918515489999999,0.390636896,0.2319406684,11.4261297696,0.0839259003,,,,,,,0.0,,,,,,,,,
95,2024-02-19 16:34:29:750,0.1098666324,1.3721120972,0.09155552759999999,0.3918576363,8.6794639596,0.7080294088,0.09155552759999999,,,,,,,0.0,,,,,,,,,
96,2024-02-19 16:34:29:800,0.1037629306,1.3721120972,0.09918515489999999,0.390636896,11.9754629316,0.0976592288,0.09155552759999999,,,,,,,0.0,,,,,,,,,
97,2024-02-19 16:34:29:850,2.319406684,1.3733328375,0.09918515489999999,0.3918576363,0.8728293574,0.1281777378,0.09155552759999999,,,,,,,0.0,,,,,,,,,
98,2024-02-19 16:34:29:900,12.8055663764,1.3721120972,0.09918515489999999,0.3918576363,0.1037629306,0.1342814396,0.09155552759999999,,,,,,,0.0,,,,,,,,,
99,2024-02-19 16:34:29:950,4.2359690491999995,1.3733328375,0.09918515489999999,0.3930783766,0.1342814396,0.091555527,0.09155552759999999,,,,,,,0.0,,,,,,,,,
100,2024-02-19 16:34:30:000,0.2014221594,1.3733328375,0.09918515489999999,0.3918576363,0.1342814396,3.7903988178,0.09155552759999999,1.01,0.6164738914151394,1.01,0.6225775933103388,5.68,5.359050263985074,0.0,,,,,,,,,
101,2024-02-19 16:34:30:050,0.122074036,1.3745535778,0.09918515489999999,0.3930783766,0.122074036,12.726218252999999,0.09155552759999999,,,,,,,0.0,,,,,,,,,
102,2024-02-19 16:34:30:100,0.152592545,1.3733328375,0.1068147822,0.3930783766,0.0976592288,2.8199102315999998,0.09155552759999999,,,,,,,0.0,,,,,,,,,
103,2024-02-19 16:34:30:150,0.1464888432,1.3745535778,0.09918515489999999,0.3942991169,3.234961954,0.1281777378,0.09155552759999999,,,,,,,0.0,,,,,,,,,
104,2024-02-19 16:34:30:200,0.1403851414,1.3733328375,0.1068147822,0.3930783766,12.787255271,0.1098666324,0.09155552759999999,,,,,,,0.0,,,,,,,,,
105,2024-02-19 16:34:30:250,0.1037629306,1.3745535778,0.09918515489999999,0.3942991169,3.2105471467999998,0.122074036,0.09155552759999999,,,,,,,0.0,,,,,,,,,
106,2024-02-19 16:34:30:300,2.0020141903999997,1.3745535778,0.1068147822,0.3930783766,0.1403851414,0.1464888432,0.09155552759999999,,,,,,,0.0,,,,,,,,,
107,2024-02-19 16:34:30:350,12.115848073,1.3745535778,0.09918515489999999,0.3930783766,0.1342814396,0.1403851414,0.09155552759999999,,,,,,,0.0,,,,,,,,,
108,2024-02-19 16:34:30:400,4.8158207202,1.3733328375,0.1068147822,0.3930783766,0.152592545,0.1098666324,0.09155552759999999,,,,,,,0.0,,,,,,,,,
109,2024-02-19 16:34:30:450,0.2319406684,1.3733328375,0.09918515489999999,0.3930783766,0.1464888432,0.9521774808,0.09155552759999999,,,,,,,0.0,,,,,,,,,
110,2024-02-19 16:34:30:500,0.1159703342,1.3733328375,0.1068147822,0.3918576363,0.1342814396,10.2481153222,0.09155552759999999,,,,,,,0.0,,,,,,,,,
111,2024-02-19 16:34:30:550,0.1342814396,1.3733328375,0.09918515489999999,0.3930783766,0.1098666324,8.5512862218,0.09155552759999999,,,,,,,0.0,,,,,,,,,
112,2024-02-19 16:34:30:600,0.152592545,1.3721120972,0.1068147822,0.3918576363,0.4394665296,0.4821924422,0.09155552759999999,,,,,,,0.0,,,,,,,,,
113,2024-02-19 16:34:30:650,0.1403851414,1.3721120972,0.09918515489999999,0.3918576363,8.1667530084,0.0854518252,0.09155552759999999,,,,,,,0.0,,,,,,,,,
114,2024-02-19 16:34:30:700,0.122074036,1.3721120972,0.1068147822,0.390636896,10.5166782014,0.1159703342,0.09155552759999999,,,,,,,0.0,,,,,,,,,
115,2024-02-19 16:34:30:750,0.183111054,1.3721120972,0.09918515489999999,0.3918576363,0.7873775322,0.122074036,0.09155552759999999,,,,,,,0.0,,,,,,,,,
116,2024-02-19 16:34:30:800,5.4200871984,1.3721120972,0.1068147822,0.390636896,0.091555527,0.1281777378,0.09155552759999999,,,,,,,0.0,,,,,,,,,
117,2024-02-19 16:34:30:850,11.755729666799999,1.3721120972,0.09918515489999999,0.390636896,0.1342814396,0.122074036,0.09155552759999999,,,,,,,0.0,,,,,,,,,
118,2024-02-19 16:34:30:900,1.6235846788,1.3708913569,0.09918515489999999,0.390636896,0.1464888432,0.0854518252,0.0839259003,,,,,,,0.0,,,,,,,,,
119,2024-02-19 16:34:30:950,0.091555527,1.3721120972,0.09155552759999999,0.390636896,0.1403851414,2.1851252444,0.09155552759999999,,,,,,,0.0,,,,,,,,,
120,2024-02-19 16:34:31:000,0.1281777378,1.3721120972,0.09918515489999999,0.3918576363,0.1281777378,11.7923518776,0.09155552759999999,1.02,0.6164738914151394,1.01,0.6164738914151394,4.97,4.766991180150732,0.0,1.0,0.0,648461.4375,61650.0,0.06602887809276581,0.0030927243642508984,0.004851674195379019,5.0,1.0
121,2024-02-19 16:34:31:050,0.1342814396,1.3721120972,0.09918515489999999,0.3918576363,0.1037629306,5.0721761958,0.09155552759999999,,,,,,,0.0,,,,,,,,,
122,2024-02-19 16:34:31:100,0.1464888432,1.3721120972,0.1068147822,0.3918576363,0.4516739332,0.25025177379999997,0.09155552759999999,,,,,,,0.0,,,,,,,,,
123,2024-02-19 16:34:31:150,0.1464888432,1.3721120972,0.09918515489999999,0.3918576363,7.1840570186,0.0976592288,0.09155552759999999,,,,,,,0.0,,,,,,,,,
124,2024-02-19 16:34:31:200,0.1403851414,1.3721120972,0.09918515489999999,0.3918576363,10.815759589599999,0.1281777378,0.09155552759999999,,,,,,,0.0,,,,,,,,,
125,2024-02-19 16:34:31:250,0.1037629306,1.3733328375,0.09918515489999999,0.3930783766,0.9399700771999999,0.1403851414,0.09155552759999999,,,,,,,0.0,,,,,,,,,
126,2024-02-19 16:34:31:300,2.6795250902,1.3721120972,0.1068147822,0.3930783766,0.0976592288,0.1403851414,0.09155552759999999,,,,,,,0.0,,,,,,,,,
127,2024-02-19 16:34:31:350,11.8594925974,1.3733328375,0.09918515489999999,0.3930783766,0.1464888432,0.1403851414,0.09155552759999999,,,,,,,0.0,,,,,,,,,
128,2024-02-19 16:34:31:400,3.7965025195999997,1.3733328375,0.1068147822,0.3930783766,0.1647999486,0.122074036,0.09155552759999999,,,,,,,0.0,,,,,,,,,
129,2024-02-19 16:34:31:450,0.1709036504,1.3733328375,0.09918515489999999,0.3930783766,0.1647999486,0.488296144,0.09155552759999999,,,,,,,0.0,,,,,,,,,
130,2024-02-19 16:34:31:500,0.1281777378,1.3721120972,0.1068147822,0.3930783766,0.1464888432,7.1962644222,0.09155552759999999,,,,,,,0.0,,,,,,,,,
131,2024-02-19 16:34:31:550,0.1403851414,1.3721120972,0.09918515489999999,,0.1281777378,10.351878252799999,0.09155552759999999,,,,,,,0.0,,,,,,,,,
132,2024-02-19 16:34:31:600,0.1464888432,1.3721120972,0.1068147822,0.3930783766,0.0854518252,0.9582811826,0.09155552759999999,,,,,,,0.0,,,,,,,,,
133,2024-02-19 16:34:31:650,0.152592545,1.3721120972,0.09918515489999999,0.3918576363,2.1240882264,0.0793481234,0.09155552759999999,,,,,,,0.0,,,,,,,,,
134,2024-02-19 16:34:31:700,0.1464888432,1.3721120972,0.1068147822,0.3918576363,11.5421001038,0.1159703342,0.09155552759999999,,,,,,,0.0,,,,,,,,,
135,2024-02-19 16:34:31:750,0.1281777378,1.3721120972,0.09918515489999999,0.3918576363,5.1210058102,0.1281777378,0.09155552759999999,,,,,,,0.0,,,,,,,,,
136,2024-02-19 16:34:31:800,0.1464888432,1.3708913569,0.1068147822,0.3918576363,0.2380443702,0.1281777378,0.09155552759999999,,,,,,,0.0,,,,,,,,,
137,2024-02-19 16:34:31:850,3.4730063242,1.3721120972,0.09918515489999999,0.390636896,0.1098666324,0.1281777378,0.09155552759999999,,,,,,,0.0,,,,,,,,,
138,2024-02-19 16:34:31:900,10.5471967104,1.3708913569,0.1068147822,0.390636896,0.1342814396,0.1342814396,0.09155552759999999,,,,,,,0.0,,,,,,,,,
139,2024-02-19 16:34:31:950,3.0945768125999997,1.3721120972,0.09918515489999999,0.390636896,0.1464888432,0.122074036,0.09155552759999999,,,,,,,0.0,,,,,,,,,
140,2024-02-19 16:34:32:000,0.152592545,1.3721120972,0.1068147822,0.390636896,0.1464888432,0.0854518252,0.09155552759999999,1.02,0.6225775933103388,1.01,0.6164738914151394,0.56,4.16882839442119,0.0,,,,,,,,,
141,2024-02-19 16:34:32:050,0.1159703342,1.3721120972,0.09918515489999999,0.390636896,0.1403851414,0.2685628792,0.09155552759999999,,,,,,,0.0,,,,,,,,,
142,2024-02-19 16:34:32:100,0.1281777378,1.3721120972,0.09918515489999999,0.3918576363,0.122074036,3.1373027252,0.0839259003,,,,,,,0.0,,,,,,,,,
143,2024-02-19 16:34:32:150,0.1403851414,1.3721120972,0.09155552759999999,0.3918576363,0.1464888432,9.3569748594,0.09155552759999999,,,,,,,0.0,,,,,,,,,
144,2024-02-19 16:34:32:200,0.1464888432,1.3721120972,0.09918515489999999,0.3918576363,0.1403851414,3.2532730594,0.09155552759999999,,,,,,,0.0,,,,,,,,,
145,2024-02-19 16:34:32:250,0.152592545,1.3733328375,0.09918515489999999,0.3918576363,0.1342814396,0.1464888432,0.09155552759999999,,,,,,,0.0,,,,,,,,,
146,2024-02-19 16:34:32:300,0.1464888432,1.3733328375,0.09918515489999999,0.3930783766,0.091555527,0.1037629306,0.09155552759999999,,,,,,,0.0,,,,,,,,,
147,2024-02-19 16:34:32:350,0.1464888432,1.3733328375,0.09918515489999999,0.3930783766,0.29908138819999996,0.1098666324,0.09155552759999999,,,,,,,0.0,,,,,,,,,
148,2024-02-19 16:34:32:400,0.1403851414,1.3733328375,0.09918515489999999,0.3930783766,1.8677327508,0.1098666324,0.09155552759999999,,,,,,,0.0,,,,,,,,,
