,Time,Motor,Brake,Distance,Safety,Door,Resv-1,Resv-2,Resv-3,Kurtosis,SAD,Var,Mean,FFT-Motor Freq,FFT-Motor Mag,E,P2P,Skewness,MAD,FFT-Resv1 Freq,CF,IF,FFT-Resv1 Mag,SF,FFT-Resv2 Freq,FFT-Resv2 Mag
185,2024-04-03 15:19:14:250,11730.0,902.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
186,2024-04-03 15:19:14:300,11731.0,903.0,0.0,1.0,1.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
187,2024-04-03 15:19:14:350,11730.0,902.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
188,2024-04-03 15:19:14:400,11731.0,902.0,0.0,1.0,1.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
189,2024-04-03 15:19:14:450,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
190,2024-04-03 15:19:14:500,11732.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
191,2024-04-03 15:19:14:550,11732.0,902.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
192,2024-04-03 15:19:14:600,11732.0,902.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
193,2024-04-03 15:19:14:650,11732.0,902.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
194,2024-04-03 15:19:14:700,11732.0,902.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
195,2024-04-03 15:19:14:750,11732.0,902.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
196,2024-04-03 15:19:14:800,11732.0,901.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
197,2024-04-03 15:19:14:850,11732.0,901.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
198,2024-04-03 15:19:14:900,11732.0,900.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
199,2024-04-03 15:19:14:950,11732.0,900.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
200,2024-04-03 15:19:15:000,11732.0,899.0,0.0,1.0,5.0,11750.0,11744.0,1.0,1855.0,683.0,4589.0,1269.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
201,2024-04-03 15:19:15:050,11732.0,899.0,0.0,1.0,5.0,11750.0,11744.0,1.0,,,,,,,,,,,,,,,,,
202,2024-04-03 15:19:15:100,11732.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
203,2024-04-03 15:19:15:150,11732.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
204,2024-04-03 15:19:15:200,11732.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
205,2024-04-03 15:19:15:250,11732.0,898.0,0.0,1.0,2.0,11751.0,11744.0,1.0,,,,,,,,,,,,,,,,,
206,2024-04-03 15:19:15:300,11733.0,898.0,0.0,1.0,2.0,11751.0,11744.0,1.0,,,,,,,,,,,,,,,,,
207,2024-04-03 15:19:15:350,11733.0,896.0,0.0,1.0,8.0,11751.0,11745.0,1.0,,,,,,,,,,,,,,,,,
208,2024-04-03 15:19:15:400,11732.0,897.0,0.0,1.0,2.0,11751.0,11744.0,1.0,,,,,,,,,,,,,,,,,
209,2024-04-03 15:19:15:450,11732.0,897.0,0.0,1.0,2.0,11750.0,11744.0,1.0,,,,,,,,,,,,,,,,,
210,2024-04-03 15:19:15:500,11730.0,897.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
211,2024-04-03 15:19:15:550,11730.0,896.0,0.0,0.0,4.0,11748.0,11742.0,1.0,,,,,,,,,,,,,,,,,
212,2024-04-03 15:19:15:600,11730.0,896.0,0.0,1.0,4.0,11748.0,11741.0,1.0,,,,,,,,,,,,,,,,,
213,2024-04-03 15:19:15:650,11729.0,896.0,0.0,1.0,4.0,11747.0,11740.0,1.0,,,,,,,,,,,,,,,,,
214,2024-04-03 15:19:15:700,11729.0,896.0,0.0,1.0,4.0,11748.0,11741.0,1.0,,,,,,,,,,,,,,,,,
215,2024-04-03 15:19:15:750,11730.0,896.0,0.0,1.0,4.0,11748.0,11742.0,1.0,,,,,,,,,,,,,,,,,
216,2024-04-03 15:19:15:800,11730.0,896.0,0.0,1.0,4.0,11748.0,11742.0,1.0,,,,,,,,,,,,,,,,,
217,2024-04-03 15:19:15:850,11730.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
218,2024-04-03 15:19:15:900,11730.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
219,2024-04-03 15:19:15:950,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
220,2024-04-03 15:19:16:000,11731.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,15820.0,878.0,26855.0,1660.0,97.0,9997.0,0.0,0.0,0.0,0.0,97.0,878.0,1562.0,10013.0,0.0,97.0,10013.0
221,2024-04-03 15:19:16:050,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
222,2024-04-03 15:19:16:100,11731.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
223,2024-04-03 15:19:16:150,11731.0,899.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
224,2024-04-03 15:19:16:200,11731.0,900.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
225,2024-04-03 15:19:16:250,11731.0,900.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
226,2024-04-03 15:19:16:300,11731.0,900.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
227,2024-04-03 15:19:16:350,11731.0,899.0,0.0,1.0,14.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
228,2024-04-03 15:19:16:400,11731.0,901.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
229,2024-04-03 15:19:16:450,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
230,2024-04-03 15:19:16:500,11731.0,902.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
231,2024-04-03 15:19:16:550,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
232,2024-04-03 15:19:16:600,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
233,2024-04-03 15:19:16:650,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
234,2024-04-03 15:19:16:700,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
235,2024-04-03 15:19:16:750,11731.0,902.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
236,2024-04-03 15:19:16:800,11731.0,902.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
237,2024-04-03 15:19:16:850,11730.0,902.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
238,2024-04-03 15:19:16:900,11730.0,902.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
239,2024-04-03 15:19:16:950,11730.0,901.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
240,2024-04-03 15:19:17:000,11731.0,901.0,0.0,1.0,5.0,11749.0,11743.0,1.0,5468.0,683.0,1855.0,1269.0,97.0,9998.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10014.0,0.0,97.0,10014.0
241,2024-04-03 15:19:17:050,11731.0,901.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
242,2024-04-03 15:19:17:100,11731.0,900.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
243,2024-04-03 15:19:17:150,11731.0,900.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
244,2024-04-03 15:19:17:200,11731.0,899.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
245,2024-04-03 15:19:17:250,11731.0,899.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
246,2024-04-03 15:19:17:300,11731.0,899.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
247,2024-04-03 15:19:17:350,11731.0,899.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
248,2024-04-03 15:19:17:400,11731.0,898.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
249,2024-04-03 15:19:17:450,11731.0,898.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
250,2024-04-03 15:19:17:500,11731.0,898.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
251,2024-04-03 15:19:17:550,11731.0,897.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
252,2024-04-03 15:19:17:600,11731.0,897.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
253,2024-04-03 15:19:17:650,11731.0,897.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
254,2024-04-03 15:19:17:700,11731.0,896.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
255,2024-04-03 15:19:17:750,11731.0,896.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
256,2024-04-03 15:19:17:800,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
257,2024-04-03 15:19:17:850,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
258,2024-04-03 15:19:17:900,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
259,2024-04-03 15:19:17:950,11731.0,896.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
260,2024-04-03 15:19:18:000,11731.0,896.0,0.0,1.0,5.0,11750.0,11743.0,1.0,26953.0,683.0,44824.0,1367.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
261,2024-04-03 15:19:18:050,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
262,2024-04-03 15:19:18:100,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
263,2024-04-03 15:19:18:150,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
264,2024-04-03 15:19:18:200,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
265,2024-04-03 15:19:18:250,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
266,2024-04-03 15:19:18:300,11731.0,898.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
267,2024-04-03 15:19:18:350,11731.0,898.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
268,2024-04-03 15:19:18:400,11731.0,899.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
269,2024-04-03 15:19:18:450,11731.0,900.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
270,2024-04-03 15:19:18:500,11731.0,901.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
271,2024-04-03 15:19:18:550,11731.0,901.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
272,2024-04-03 15:19:18:600,11731.0,901.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
273,2024-04-03 15:19:18:650,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
274,2024-04-03 15:19:18:700,11731.0,902.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
275,2024-04-03 15:19:18:750,11731.0,902.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
276,2024-04-03 15:19:18:800,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
277,2024-04-03 15:19:18:850,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
278,2024-04-03 15:19:18:900,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
279,2024-04-03 15:19:18:950,11731.0,903.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
280,2024-04-03 15:19:19:000,11731.0,902.0,0.0,1.0,4.0,11750.0,11743.0,1.0,10644.0,683.0,43066.0,1367.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1367.0,10015.0,0.0,97.0,10015.0
281,2024-04-03 15:19:19:050,11731.0,902.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
282,2024-04-03 15:19:19:100,11731.0,902.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
283,2024-04-03 15:19:19:150,11731.0,902.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
284,2024-04-03 15:19:19:200,11731.0,901.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
285,2024-04-03 15:19:19:250,11731.0,901.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
286,2024-04-03 15:19:19:300,11731.0,900.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
287,2024-04-03 15:19:19:350,11731.0,900.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
288,2024-04-03 15:19:19:400,11730.0,899.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
289,2024-04-03 15:19:19:450,11730.0,896.0,0.0,1.0,38.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
290,2024-04-03 15:19:19:500,11730.0,899.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
291,2024-04-03 15:19:19:550,11730.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
292,2024-04-03 15:19:19:600,11730.0,898.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
293,2024-04-03 15:19:19:650,11730.0,898.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
294,2024-04-03 15:19:19:700,11731.0,898.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
295,2024-04-03 15:19:19:750,11731.0,897.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
296,2024-04-03 15:19:19:800,11731.0,897.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
297,2024-04-03 15:19:19:850,11731.0,897.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
298,2024-04-03 15:19:19:900,11731.0,896.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
299,2024-04-03 15:19:19:950,11731.0,896.0,0.0,1.0,,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
300,2024-04-03 15:19:20:000,11731.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,24414.0,683.0,21679.0,1367.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1367.0,10014.0,0.0,97.0,10014.0
301,2024-04-03 15:19:20:050,11731.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
302,2024-04-03 15:19:20:100,11731.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
303,2024-04-03 15:19:20:150,11730.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
304,2024-04-03 15:19:20:200,11730.0,897.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
305,2024-04-03 15:19:20:250,11730.0,897.0,0.0,1.0,4.0,11748.0,11742.0,1.0,,,,,,,,,,,,,,,,,
306,2024-04-03 15:19:20:300,11730.0,897.0,0.0,1.0,4.0,11748.0,11742.0,1.0,,,,,,,,,,,,,,,,,
307,2024-04-03 15:19:20:350,11730.0,897.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
308,2024-04-03 15:19:20:400,11730.0,897.0,0.0,1.0,4.0,11748.0,11742.0,1.0,,,,,,,,,,,,,,,,,
309,2024-04-03 15:19:20:450,11730.0,898.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
310,2024-04-03 15:19:20:500,11730.0,898.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
311,2024-04-03 15:19:20:550,11730.0,898.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
312,2024-04-03 15:19:20:600,11730.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
313,2024-04-03 15:19:20:650,11730.0,900.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
314,2024-04-03 15:19:20:700,11731.0,900.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
315,2024-04-03 15:19:20:750,11731.0,900.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
316,2024-04-03 15:19:20:800,11731.0,901.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
317,2024-04-03 15:19:20:850,11731.0,901.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
318,2024-04-03 15:19:20:900,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
319,2024-04-03 15:19:20:950,,902.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
320,2024-04-03 15:19:21:000,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,35351.0,781.0,25488.0,1367.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10014.0,0.0,97.0,10014.0
321,2024-04-03 15:19:21:050,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
322,2024-04-03 15:19:21:100,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
323,2024-04-03 15:19:21:150,11731.0,903.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
324,2024-04-03 15:19:21:200,11731.0,903.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
325,2024-04-03 15:19:21:250,11731.0,903.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
326,2024-04-03 15:19:21:300,11731.0,902.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
327,2024-04-03 15:19:21:350,11731.0,902.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
328,2024-04-03 15:19:21:400,11731.0,901.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
329,2024-04-03 15:19:21:450,11731.0,901.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
330,2024-04-03 15:19:21:500,11731.0,900.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
331,2024-04-03 15:19:21:550,11731.0,900.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
332,2024-04-03 15:19:21:600,11731.0,900.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
333,2024-04-03 15:19:21:650,11731.0,899.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
334,2024-04-03 15:19:21:700,11731.0,899.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
335,2024-04-03 15:19:21:750,11731.0,899.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
336,2024-04-03 15:19:21:800,11731.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
337,2024-04-03 15:19:21:850,11731.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
338,2024-04-03 15:19:21:900,11731.0,898.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
339,2024-04-03 15:19:21:950,11731.0,898.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
340,2024-04-03 15:19:22:000,11731.0,897.0,0.0,1.0,2.0,11750.0,11743.0,1.0,4101.0,683.0,2148.0,1269.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
341,2024-04-03 15:19:22:050,11731.0,898.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
342,2024-04-03 15:19:22:100,11732.0,897.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
343,2024-04-03 15:19:22:150,11731.0,897.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
344,2024-04-03 15:19:22:200,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
345,2024-04-03 15:19:22:250,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
346,2024-04-03 15:19:22:300,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
347,2024-04-03 15:19:22:350,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
348,2024-04-03 15:19:22:400,11731.0,897.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
349,2024-04-03 15:19:22:450,11731.0,896.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
350,2024-04-03 15:19:22:500,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
351,2024-04-03 15:19:22:550,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
352,2024-04-03 15:19:22:600,11731.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
353,2024-04-03 15:19:22:650,11731.0,898.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
354,2024-04-03 15:19:22:700,11731.0,898.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
355,2024-04-03 15:19:22:750,11731.0,899.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
356,2024-04-03 15:19:22:800,11731.0,900.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
357,2024-04-03 15:19:22:850,11731.0,899.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
358,2024-04-03 15:19:22:900,11731.0,900.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
359,2024-04-03 15:19:22:950,11731.0,901.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
360,2024-04-03 15:19:23:000,11731.0,901.0,0.0,1.0,2.0,11750.0,11743.0,1.0,36328.0,683.0,2734.0,1269.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1757.0,10015.0,0.0,97.0,10015.0
361,2024-04-03 15:19:23:050,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
362,2024-04-03 15:19:23:100,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
363,2024-04-03 15:19:23:150,11731.0,902.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
364,2024-04-03 15:19:23:200,11731.0,903.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
365,2024-04-03 15:19:23:250,11731.0,903.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
366,2024-04-03 15:19:23:300,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
367,2024-04-03 15:19:23:350,11730.0,903.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
368,2024-04-03 15:19:23:400,11731.0,903.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
369,2024-04-03 15:19:23:450,11731.0,903.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
370,2024-04-03 15:19:23:500,11731.0,902.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
371,2024-04-03 15:19:23:550,11731.0,902.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
372,2024-04-03 15:19:23:600,11731.0,901.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
373,2024-04-03 15:19:23:650,11731.0,902.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
374,2024-04-03 15:19:23:700,11731.0,901.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
375,2024-04-03 15:19:23:750,11731.0,901.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
376,2024-04-03 15:19:23:800,11731.0,900.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
377,2024-04-03 15:19:23:850,11731.0,900.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
